hyperparameter,metric,n,p_value,spearman_rho
lambda-kd,avg_forgetting,5,0.8728885715695384,0.09999999999999999
lambda-kd,avg_inc_acc,5,0.10408803866182788,0.7999999999999999
lambda-kd,bwt,5,1.0,0.0
lambda-kd,server_eval_acc,5,0.8728885715695384,-0.09999999999999999
lambda-kd,server_eval_loss,5,0.7470600781046621,0.19999999999999998
