trial,round,phase,acc_after,acc_before,alpha_mean,avg_forgetting,bwt,contribution_ratio,eval_acc,eval_loss,expanded_depth,expanded_width,expansion_g,incorp_accepted,incorp_active_adapters,incorp_candidacies_proposed,incorp_candidacy_pending,incorp_confirmed,incorp_last_vote_favorable_fraction,incorp_monitoring,incorp_rejected,incorp_reverted,num_classes_seen,partition_id,server_eval_acc,server_eval_loss,train_loss,vote,worst_class_bwt,worst_class_bwt_id,worst_class_forgetting,worst_class_forgetting_id
trial_0000,1,train,,,0.250413255223745,,,0.011868522856148738,,,0.0,0.0,0.002826578910698489,0,0,0,0,0,,0,0,0,,,,,2.198364128945749,,,,,
trial_0000,1,eval,,,,,,,0.3529411764705882,2.188348938437069,,,,,,,,,,,,,,,,,,,,,,
trial_0000,1,global,,,,,,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12421052631578948,2.1968993849503367,,,,,,
trial_0000,2,train,,,0.2503576867188079,,,0.014061114078835594,,,0.0,0.0,0.021403071128091294,0,0,0,0,0,,0,0,0,,,,,2.168163791789284,,,,,
trial_0000,2,eval,,,,,,,0.11764705882352941,2.1779892725103043,,,,,,,,,,,,,,,,,,,,,,
trial_0000,2,global,,,,0.015637860082304538,-0.004744613894940704,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12,2.196199056725753,,,-0.07407407407407407,3,0.07407407407407407,3
trial_0000,3,train,,,0.25035105890865567,,,0.01924727215797086,,,0.0,0.0,0.021708478314707742,0,0,0,0,0,,0,0,0,,,,,2.090295675132848,,,,,
trial_0000,3,eval,,,,,,,0.058823529411764705,2.1432568606208355,,,,,,,,,,,,,,,,,,,,,,
trial_0000,3,global,,,,0.032195594287097555,-0.021302348099733723,,,,,,,0,0,0,0,0,,0,0,0,9,,0.1031578947368421,2.227292156721416,,,-0.11764705882352944,0,0.21568627450980393,0
trial_0000,4,train,,,0.2504074739504464,,,0.0269242863677725,,,0.0,0.0,0.02816692863744271,0,0,0,0,0,,0,0,0,,,,,1.949022122425369,,,,,
trial_0000,4,eval,,,,,,,0.1764705882352941,2.116320217356962,,,,,,,,,,,,,,,,,,,,,,
trial_0000,4,global,,,,0.05495037521181313,-0.004106364006298835,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12210526315789473,2.219296178817749,,,-0.22222222222222232,1,0.23529411764705882,0
trial_0000,5,train,,,0.25044893539404567,,,0.03261784020858474,,,0.0,0.0,0.025058836678538143,0,0,0,0,0,,0,0,0,,,,,1.7257402918761289,,,,,
trial_0000,5,eval,,,,,,,0.1764705882352941,2.1946092072655174,,,,,,,,,,,,,,,,,,,,,,
trial_0000,5,global,,,,0.05551571450132133,-0.004671703295807033,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12,2.3672266538519606,,,-0.13725490196078433,0,0.23529411764705882,0
trial_0000,6,train,,,0.2504493394229985,,,0.03785770207266264,,,0.0,0.0,0.0304085700855225,0,0,1,1,0,,0,0,0,,,,,1.6220565973957883,,,,,
trial_0000,6,eval,0.058823529411764705,0.11764705882352941,,,,,,,,,,,,,,,,,,,,2.8823529411764706,,,,0.0,,,,
trial_0000,6,global,,,,0.04313725490196079,0.07397775547802168,,,,,,,0,0,1,0,0,0.0,0,1,0,9,,0.2,2.2999205845280697,,,-0.1568627450980392,0,0.2549019607843137,0
trial_0000,7,train,,,0.2504506518569174,,,0.04108884025223647,,,0.0,0.0,0.028019740937065475,0,0,2,1,0,0.0,0,1,0,,,,,1.4614054609703113,,,,,
trial_0000,7,eval,0.29411764705882354,0.35294117647058826,,,,,,,,,,,,,,,,,,,,2.8823529411764706,,,,0.0,,,,
trial_0000,7,global,,,,0.08211140371119523,0.04037995075480874,,,,,,,0,0,2,0,0,0.0,0,2,0,9,,0.16842105263157894,2.5474157268122624,,,-0.13333333333333341,1,0.196078431372549,0
trial_0000,8,train,,,0.2504493405547323,,,0.04291691923443275,,,0.0,0.10126582278481013,0.03686204754476306,0,0,3,1,0,0.0,0,2,0,,,,,1.3340192413028282,,,,,
trial_0000,8,eval,0.4705882352941177,0.4705882352941177,,,,,,,,,,,,,,,,,,,,2.8823529411764706,,,,0.0,,,,
trial_0000,8,global,,,,0.062330241504537774,0.0601611129614662,,,,,,,0,0,3,0,0,0.0,0,3,0,9,,0.18736842105263157,2.5615754117463765,,,-0.1777777777777778,1,0.1777777777777778,1
trial_0000,9,train,,,0.2504733152027372,,,0.045091466624525525,,,0.0,0.10126582278481013,0.036866627624140516,0,0,3,0,0,0.0,0,3,0,,,,,1.1072621655803694,,,,,
trial_0000,9,eval,,,,,,,0.3529411764705882,2.3442802779814773,,,,,,,,,,,,,,,,,,,,,,
trial_0000,9,global,,,,0.06604049861717023,0.058629505086306516,,,,,,,0,0,3,0,0,0.0,0,3,0,9,,0.1831578947368421,2.799649553549917,,,-0.1777777777777778,1,0.1777777777777778,1
trial_0000,10,train,,,0.2504774796057351,,,0.04751766482486,,,0.0,0.3924050632911392,0.03825455616357961,0,0,3,0,0,0.0,0,3,0,,,,,0.9946176847702339,,,,,
trial_0000,10,eval,,,,,,,0.411764705882353,2.291929560549119,,,,,,,,,,,,,,,,,,,,,,
trial_0000,10,global,,,,0.0536716854446259,0.07780103934728622,,,,,,,0,0,3,0,0,0.0,0,3,0,9,,0.20421052631578948,2.836779836353503,,,-0.24444444444444446,1,0.24444444444444446,1
trial_0000,11,train,,,0.2504032462142235,,,0.024936171465141828,,,0.0,0.5232558139534884,0.04895530543614967,0,0,3,0,0,0.0,0,3,0,,,,,16.36092624553414,,,,,
trial_0000,11,eval,,,,,,,0.10526315789473684,4.742302693818745,,,,,,,,,,,,,,,,,,,,,,
trial_0000,11,global,,,,0.25310557546304474,-0.12163285067113266,,,,,,,0,0,3,0,0,0.0,0,3,0,18,,0.07368421052631578,6.4548554995413605,,,-0.6888888888888889,1,0.6888888888888889,1
trial_0000,12,train,,,0.2503112942673439,,,0.034541238879048544,,,0.0,1.0,0.19864921053481654,0,0,3,0,0,0.0,0,3,0,,,,,3.178105455498363,,,,,
trial_0000,12,eval,,,,,,,0.05263157894736842,2.9329494049674585,,,,,,,,,,,,,,,,,,,,,,
trial_0000,12,global,,,,0.15358583587867655,-0.060567098968918195,,,,,,,0,0,3,0,0,0.0,0,3,0,18,,0.07272727272727272,4.957643394378954,,,-0.6444444444444445,1,0.6444444444444445,1
trial_0000,13,train,,,0.25029615364795504,,,0.03331867900005607,,,0.26744186046511625,0.7325581395348837,0.09522480496833491,0,0,3,0,0,0.0,0,3,0,,,,,1.887092279694801,,,,,
trial_0000,13,eval,,,,,,,0.15789473684210525,2.1742593112744784,,,,,,,,,,,,,,,,,,,,,,
trial_0000,13,global,,,,0.1686039563755817,-0.04255457703860539,,,,,,,0,0,3,0,0,0.0,0,3,0,18,,0.09569377990430622,4.780311899778376,,,-0.8,1,0.8,1
trial_0000,14,train,,,0.25027550323758013,,,0.03277327605458193,,,0.5232558139534884,0.20930232558139533,0.06228475685902806,0,0,4,1,0,0.0,0,3,0,,,,,1.727836784928344,,,,,
trial_0000,14,eval,0.15789473684210525,0.15789473684210525,,,,,,,,,,,,,,,,,,,,1.6842105263157894,,,,0.0,,,,
trial_0000,14,global,,,,0.1793233507551068,-0.04055154633263811,,,,,,,0,0,4,0,0,0.0,0,4,0,18,,0.09952153110047847,5.185471812161532,,,-0.8,1,0.8,1
trial_0000,15,train,,,0.25027536791424415,,,0.03430273089297982,,,0.46511627906976744,0.26744186046511625,0.06135019991806774,0,0,5,1,0,0.0,0,4,0,,,,,1.5735595441141792,,,,,
trial_0000,15,eval,0.15789473684210525,0.15789473684210525,,,,,,,,,,,,,,,,,,,,1.6842105263157894,,,,0.0,,,,
trial_0000,15,global,,,,0.18062654967176425,-0.034653099158760574,,,,,,,0,0,5,0,0,0.0,0,5,0,18,,0.10430622009569378,4.9339598320317615,,,-0.8,1,0.8,1
trial_0000,16,train,,,0.2502823740590451,,,0.035191192529922304,,,0.09302325581395349,0.0,0.048538345488351446,0,0,6,1,0,0.0,0,5,0,,,,,1.3651606337968691,,,,,
trial_0000,16,eval,0.3157894736842105,0.2631578947368421,,,,,,,,,,,,,,,,,,,,1.6842105263157894,,,,0.2631578947368421,,,,
trial_0000,16,global,,,,0.16475170840568668,-0.014909365526138058,,,,,,,0,0,6,0,0,0.25,0,6,0,18,,0.12535885167464114,5.311860808687347,,,-0.8,1,0.8,1
trial_0000,17,train,,,0.25030782749486524,,,0.037355869315391366,,,0.0,0.6162790697674418,0.050232581148833735,0,0,6,0,0,0.25,0,6,0,,,,,1.3229024193314618,,,,,
trial_0000,17,eval,,,,,,,0.2631578947368421,1.8168819703553851,,,,,,,,,,,,,,,,,,,,,,
trial_0000,17,global,,,,0.18433933495501809,-0.02935295915365877,,,,,,,0,0,6,0,0,0.25,0,6,0,18,,0.10909090909090909,5.074176246241519,,,-0.8,1,0.8,1
trial_0000,18,train,,,0.2503374849641046,,,0.03905944976695748,,,0.0,0.09302325581395349,0.04197222477821417,0,0,6,0,0,0.25,0,6,0,,,,,1.1802871953609377,,,,,
trial_0000,18,eval,,,,,,,0.3684210526315789,2.136876024697956,,,,,,,,,,,,,,,,,,,,,,
trial_0000,18,global,,,,0.16632283716543736,-0.01055398875061951,,,,,,,0,0,6,0,0,0.25,0,6,0,18,,0.13014354066985645,5.5061921585119515,,,-0.8,1,0.8,1
trial_0000,19,train,,,0.2503841262917186,,,0.04190031629662182,,,0.0,0.09302325581395349,0.04578137891150492,0,0,6,0,0,0.25,0,6,0,,,,,1.1715762489063795,,,,,
trial_0000,19,eval,,,,,,,0.3684210526315789,1.7422748427642019,,,,,,,,,,,,,,,,,,,,,,
trial_0000,19,global,,,,0.1729193029122299,-0.013281562130867109,,,,,,,0,0,6,0,0,0.25,0,6,0,18,,0.12631578947368421,5.203770813645359,,,-0.8,1,0.8,1
trial_0000,20,train,,,0.2504334295558375,,,0.04462418306705563,,,0.0,0.09302325581395349,0.03872835831066897,0,0,6,0,0,0.25,0,6,0,,,,,1.0490455138128858,,,,,
trial_0000,20,eval,,,,,,,0.3684210526315789,2.1305815169685762,,,,,,,,,,,,,,,,,,,,,,
trial_0000,20,global,,,,0.16599191742459402,-0.006354176643231232,,,,,,,0,0,6,0,0,0.25,0,6,0,18,,0.13492822966507176,5.6977501910268975,,,-0.8,1,0.8,1
trial_0000,21,train,,,0.25049049296277637,,,0.06763911120435023,,,0.0,0.0,0.026123896696941762,0,0,7,1,0,0.25,0,6,0,,,,,17.507368440830962,,,,,
trial_0000,21,eval,0.15789473684210525,0.15789473684210525,,,,,,,,,,,,,,,,,,,,2.1052631578947367,,,,0.0,,,,
trial_0000,21,global,,,,0.27220364034901146,-0.11256589956764862,,,,,,,0,0,7,0,0,0.0,0,7,0,27,,0.06687306501547988,6.906070430507601,,,-0.8,1,0.8,1
trial_0000,22,train,,,0.250463882342298,,,0.05134454432954179,,,0.0,1.0,0.18633537782316512,0,0,8,1,0,0.0,0,7,0,,,,,2.133604792331127,,,,,
trial_0000,22,eval,0.21052631578947367,0.15789473684210525,,,,,,,,,,,,,,,,,,,,2.1052631578947367,,,,0.15789473684210525,,,,
trial_0000,22,global,,,,0.22426233191594816,-0.0730230352135037,,,,,,,0,0,8,0,0,0.25,0,8,0,27,,0.07492260061919505,8.319626137937185,,,-0.8,1,0.8,1
trial_0000,23,train,,,0.25045351874321065,,,0.05285608324598758,,,0.0,0.0,0.0312143863040082,0,0,9,1,0,0.25,0,8,0,,,,,1.604244920547972,,,,,
trial_0000,23,eval,0.3684210526315789,0.3157894736842105,,,,,,,,,,,,,,,,,,,,2.1052631578947367,,,,0.42105263157894735,,,,
trial_0000,23,global,,,,0.2568054822356756,-0.06933630683759902,,,,,,,1,1,9,0,0,0.5,1,8,0,27,,0.0761609907120743,5.870277952778819,,,-0.8070175438596491,22,0.8070175438596491,22
