trial,round,phase,acc_after,acc_before,alpha_mean,avg_forgetting,bwt,contribution_ratio,eval_acc,eval_loss,expanded_depth,expanded_width,expansion_g,incorp_accepted,incorp_active_adapters,incorp_candidacies_proposed,incorp_candidacy_pending,incorp_confirmed,incorp_last_vote_favorable_fraction,incorp_monitoring,incorp_rejected,incorp_reverted,num_classes_seen,partition_id,server_eval_acc,server_eval_loss,train_loss,vote,worst_class_bwt,worst_class_bwt_id,worst_class_forgetting,worst_class_forgetting_id
trial_0000,1,train,,,0.2504132273076456,,,0.011868547377046904,,,0.0,0.0,0.002826578910698489,0,0,0,0,0,,0,0,0,,,,,2.1983641066128694,,,,,
trial_0000,1,eval,,,,,,,0.3529411764705882,2.1883501445545868,,,,,,,,,,,,,,,,,,,,,,
trial_0000,1,global,,,,,,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12421052631578948,2.1968994381553246,,,,,,
trial_0000,2,train,,,0.25035769313196593,,,0.014062104062943519,,,0.0,0.0,0.021402907467600478,0,0,0,0,0,,0,0,0,,,,,2.168161344829994,,,,,
trial_0000,2,eval,,,,,,,0.11764705882352941,2.177989384707282,,,,,,,,,,,,,,,,,,,,,,
trial_0000,2,global,,,,0.015637860082304538,-0.004744613894940704,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12,2.196200495770103,,,-0.07407407407407407,3,0.07407407407407407,3
trial_0000,3,train,,,0.25035112341748006,,,0.019248349191267278,,,0.0,0.0,0.021708938127525057,0,0,0,0,0,,0,0,0,,,,,2.0902913531170615,,,,,
trial_0000,3,eval,,,,,,,0.058823529411764705,2.143282231162576,,,,,,,,,,,,,,,,,,,,,,
trial_0000,3,global,,,,0.032195594287097555,-0.021302348099733723,,,,,,,0,0,0,0,0,,0,0,0,9,,0.1031578947368421,2.2272879700911674,,,-0.11764705882352944,0,0.21568627450980393,0
trial_0000,4,train,,,0.25040752336948735,,,0.02692299458799483,,,0.0,0.0,0.028166116830668875,0,0,0,0,0,,0,0,0,,,,,1.9489940922471543,,,,,
trial_0000,4,eval,,,,,,,0.1764705882352941,2.11630624182084,,,,,,,,,,,,,,,,,,,,,,
trial_0000,4,global,,,,0.05495037521181313,-0.004106364006298835,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12210526315789473,2.219272823835674,,,-0.22222222222222232,1,0.23529411764705882,0
trial_0000,5,train,,,0.25044733738597436,,,0.032619295618202114,,,0.0,0.0,0.02505778598045058,0,0,0,0,0,,0,0,0,,,,,1.7256752134878424,,,,,
trial_0000,5,eval,,,,,,,0.1764705882352941,2.1943720438901115,,,,,,,,,,,,,,,,,,,,,,
trial_0000,5,global,,,,0.05551571450132133,-0.004671703295807033,,,,,,,0,0,0,0,0,,0,0,0,9,,0.12,2.366910349695306,,,-0.13725490196078433,0,0.23529411764705882,0
trial_0000,6,train,,,0.2504475920260707,,,0.03784993045692202,,,0.0,0.0,0.030400545730055135,0,0,0,0,0,,0,0,0,,,,,1.621936008598231,,,,,
trial_0000,6,eval,,,,,,,0.2941176470588235,2.161853727172403,,,,,,,,,,,,,,,,,,,,,,
trial_0000,6,global,,,,0.04313725490196079,0.07397775547802168,,,,,,,0,0,0,0,0,,0,0,0,9,,0.2,2.2999691923041095,,,-0.1568627450980392,0,0.2549019607843137,0
trial_0000,7,train,,,0.2504487758195853,,,0.04107540204555173,,,0.0,0.0,0.028028013752891292,0,0,0,0,0,,0,0,0,,,,,1.4613854347905026,,,,,
trial_0000,7,eval,,,,,,,0.4117647058823529,2.327420606332667,,,,,,,,,,,,,,,,,,,,,,
trial_0000,7,global,,,,0.08211140371119523,0.04037995075480874,,,,,,,0,0,0,0,0,,0,0,0,9,,0.16842105263157894,2.547480707670513,,,-0.13333333333333341,1,0.196078431372549,0
trial_0000,8,train,,,0.25044790438458886,,,0.04287346046936663,,,0.0,0.0,0.036816975134837476,0,0,0,0,0,,0,0,0,,,,,1.3344353575495225,,,,,
trial_0000,8,eval,,,,,,,0.4705882352941177,2.2383869886398315,,,,,,,,,,,,,,,,,,,,,,
trial_0000,8,global,,,,0.062330241504537774,0.0601611129614662,,,,,,,0,0,0,0,0,,0,0,0,9,,0.18736842105263157,2.5625090373189825,,,-0.1777777777777778,1,0.1777777777777778,1
trial_0000,9,train,,,0.25047230418724353,,,0.045042542905747135,,,0.0,0.0,0.03685431615744211,0,0,1,1,0,,0,0,0,,,,,1.107685195267955,,,,,
trial_0000,9,eval,0.3529411764705882,0.3529411764705882,,,,,,,,,,,,,,,,,,,,2.8823529411764706,,,,0.0,,,,
trial_0000,9,global,,,,0.06604049861717023,0.058629505086306516,,,,,,,0,0,1,0,0,0.0,0,1,0,9,,0.1831578947368421,2.8002185844120224,,,-0.1777777777777778,1,0.1777777777777778,1
trial_0000,10,train,,,0.2504764018179495,,,0.04751219723043563,,,0.0,0.0,0.038258390548297126,0,0,1,0,0,0.0,0,1,0,,,,,0.9938688571694532,,,,,
trial_0000,10,eval,,,,,,,0.411764705882353,2.2846844757304474,,,,,,,,,,,,,,,,,,,,,,
trial_0000,10,global,,,,0.05572929861335019,0.07574342617856193,,,,,,,0,0,1,0,0,0.0,0,1,0,9,,0.20210526315789473,2.831683258759348,,,-0.24444444444444446,1,0.24444444444444446,1
trial_0000,11,train,,,0.25040717197712076,,,0.024822794767313226,,,0.0,0.0,0.0488671289626943,0,0,1,0,0,0.0,0,1,0,,,,,16.323798455748445,,,,,
trial_0000,11,eval,,,,,,,0.10526315789473684,4.795392036437988,,,,,,,,,,,,,,,,,,,,,,
trial_0000,11,global,,,,0.25310557546304474,-0.12163285067113266,,,,,,,0,0,1,0,0,0.0,0,1,0,18,,0.07368421052631578,6.483330371619411,,,-0.6888888888888889,1,0.6888888888888889,1
trial_0000,12,train,,,0.2503120091765426,,,0.03450985720684362,,,0.0,1.0,0.19988574843074003,0,0,1,0,0,0.0,0,1,0,,,,,3.222218323308368,,,,,
trial_0000,12,eval,,,,,,,0.05263157894736842,2.9695435825147123,,,,,,,,,,,,,,,,,,,,,,
trial_0000,12,global,,,,0.152351267977442,-0.06054839339465707,,,,,,,0,0,1,0,0,0.0,0,1,0,18,,0.07272727272727272,4.975022063643168,,,-0.6222222222222222,1,0.6222222222222222,1
trial_0000,13,train,,,0.2502975957684738,,,0.03335289865039116,,,0.0,0.3488372093023256,0.09635724319621575,0,0,1,0,0,0.0,0,1,0,,,,,1.9146072339179903,,,,,
trial_0000,13,eval,,,,,,,0.10526315789473684,2.2386984699650814,,,,,,,,,,,,,,,,,,,,,,
trial_0000,13,global,,,,0.16868813145975678,-0.042595281422032776,,,,,,,0,0,1,0,0,0.0,0,1,0,18,,0.09665071770334928,4.814506234164443,,,-0.8,1,0.8,1
trial_0000,14,train,,,0.2502763879507087,,,0.03282969774201859,,,0.0,0.09302325581395349,0.06384282237741837,0,0,2,1,0,0.0,0,1,0,,,,,1.7161715083344038,,,,,
trial_0000,14,eval,0.15789473684210525,0.15789473684210525,,,,,,,,,,,,,,,,,,,,1.6842105263157894,,,,0.0,,,,
trial_0000,14,global,,,,0.17759624664146123,-0.043475807198996,,,,,,,0,0,2,0,0,0.0,0,2,0,18,,0.09665071770334928,5.177042832899322,,,-0.8,1,0.8,1
trial_0000,15,train,,,0.25027372324189473,,,0.034177679308625156,,,0.09302325581395349,0.0,0.06196831380731838,0,0,2,0,0,0.0,0,2,0,,,,,1.580335980653763,,,,,
trial_0000,15,eval,,,,,,,0.2631578947368421,1.9605977786214728,,,,,,,,,,,,,,,,,,,,,,
trial_0000,15,global,,,,0.17959774308740212,-0.03362429257439844,,,,,,,0,0,2,0,0,0.0,0,2,0,18,,0.10526315789473684,4.923550359370036,,,-0.8,1,0.8,1
trial_0000,16,train,,,0.2502795237787934,,,0.03521886987741603,,,0.0,0.0,0.04919042752752471,0,0,2,0,0,0.0,0,2,0,,,,,1.3689627311950507,,,,,
trial_0000,16,eval,,,,,,,0.3157894736842105,2.2433875861920805,,,,,,,,,,,,,,,,,,,,,,
trial_0000,16,global,,,,0.16309296409988355,-0.013496955191238539,,,,,,,0,0,2,0,0,0.0,0,2,0,18,,0.12727272727272726,5.301437866630737,,,-0.8,1,0.8,1
trial_0000,17,train,,,0.2503024114425792,,,0.03735788894254108,,,0.0,0.09302325581395349,0.050302549308642405,0,0,3,1,0,0.0,0,2,0,,,,,1.3230030405660007,,,,,
trial_0000,17,eval,0.21052631578947367,0.15789473684210525,,,,,,,,,,,,,,,,,,,,1.6842105263157894,,,,0.2631578947368421,,,,
trial_0000,17,global,,,,0.18175480420147327,-0.027014762371017548,,,,,,,0,0,3,0,0,0.25,0,3,0,18,,0.11196172248803828,5.067640093296909,,,-0.8,1,0.8,1
trial_0000,18,train,,,0.2503313786068628,,,0.039243807279786394,,,0.0,0.0,0.04211460282636244,0,0,3,0,0,0.25,0,3,0,,,,,1.1827705315379209,,,,,
trial_0000,18,eval,,,,,,,0.3684210526315789,2.1252812962783008,,,,,,,,,,,,,,,,,,,,,,
trial_0000,18,global,,,,0.16626355893714503,-0.010741044493230812,,,,,,,0,0,3,0,0,0.25,0,3,0,18,,0.13014354066985645,5.4824870095869,,,-0.8,1,0.8,1
trial_0000,19,train,,,0.25037593030652333,,,0.041970826858697935,,,0.0,0.0,0.045655212668312156,0,0,3,0,0,0.25,0,3,0,,,,,1.1705435468013896,,,,,
