round,class_id,n,acc,bwt,forgetting
1,0,51,0.0,,
1,1,45,0.044444444444444446,,
1,2,51,0.19607843137254902,,
1,3,54,0.0,,
1,4,49,0.0,,
1,5,53,0.018867924528301886,,
1,6,52,0.0,,
1,7,58,0.0,,
1,8,62,0.22580645161290322,,
2,0,51,0.23529411764705882,0.23529411764705882,0.0
2,1,45,0.4666666666666667,0.4222222222222222,0.0
2,2,51,0.0,-0.19607843137254902,0.19607843137254902
2,3,54,0.0,0.0,0.0
2,4,49,0.0,0.0,0.0
2,5,53,0.0,-0.018867924528301886,0.018867924528301886
2,6,52,0.0,0.0,0.0
2,7,58,0.0,0.0,0.0
2,8,62,0.0,-0.22580645161290322,0.22580645161290322
3,0,51,0.0,0.0,0.23529411764705882
3,1,45,0.0,-0.044444444444444446,0.4666666666666667
3,2,51,0.0,-0.19607843137254902,0.19607843137254902
3,3,54,0.0,0.0,0.0
3,4,49,0.0,0.0,0.0
3,5,53,0.07547169811320754,0.05660377358490566,0.0
3,6,52,0.0,0.0,0.0
3,7,58,0.0,0.0,0.0
3,8,62,0.0,-0.22580645161290322,0.22580645161290322
4,0,51,0.49019607843137253,0.49019607843137253,0.0
4,1,45,0.37777777777777777,0.3333333333333333,0.0888888888888889
4,2,51,0.0,-0.19607843137254902,0.19607843137254902
4,3,54,0.0,0.0,0.0
4,4,49,0.0,0.0,0.0
4,5,53,0.0,-0.018867924528301886,0.07547169811320754
4,6,52,0.0,0.0,0.0
4,7,58,0.0,0.0,0.0
4,8,62,0.0,-0.22580645161290322,0.22580645161290322
5,0,51,0.0,0.0,0.49019607843137253
5,1,45,0.0,-0.044444444444444446,0.4666666666666667
5,2,51,0.0,-0.19607843137254902,0.19607843137254902
5,3,54,0.0,0.0,0.0
5,4,49,0.02040816326530612,0.02040816326530612,0.0
5,5,53,0.0,-0.018867924528301886,0.07547169811320754
5,6,52,0.0,0.0,0.0
5,7,58,0.10344827586206896,0.10344827586206896,0.0
5,8,62,0.03225806451612903,-0.1935483870967742,0.1935483870967742
6,0,51,0.0392156862745098,0.0392156862745098,0.4509803921568627
6,1,45,0.2222222222222222,0.17777777777777776,0.24444444444444446
6,2,51,0.0,-0.19607843137254902,0.19607843137254902
6,3,54,0.0,0.0,0.0
6,4,49,0.0,0.0,0.02040816326530612
6,5,53,0.0,-0.018867924528301886,0.07547169811320754
6,6,52,0.0,0.0,0.0
6,7,58,0.0,0.0,0.10344827586206896
6,8,62,0.04838709677419355,-0.1774193548387097,0.1774193548387097
7,0,51,0.0392156862745098,0.0392156862745098,0.4509803921568627
7,1,45,0.1111111111111111,0.06666666666666665,0.35555555555555557
7,2,51,0.0,-0.19607843137254902,0.19607843137254902
7,3,54,0.0,0.0,0.0
7,4,49,0.08163265306122448,0.08163265306122448,0.0
7,5,53,0.0,-0.018867924528301886,0.07547169811320754
7,6,52,0.0,0.0,0.0
7,7,58,0.05172413793103448,0.05172413793103448,0.05172413793103448
7,8,62,0.1935483870967742,-0.03225806451612903,0.03225806451612903
8,0,51,0.0392156862745098,0.0392156862745098,0.4509803921568627
8,1,45,0.044444444444444446,0.0,0.4222222222222222
8,2,51,0.0,-0.19607843137254902,0.19607843137254902
8,3,54,0.0,0.0,0.0
8,4,49,0.10204081632653061,0.10204081632653061,0.0
8,5,53,0.0,-0.018867924528301886,0.07547169811320754
8,6,52,0.0,0.0,0.0
8,7,58,0.0,0.0,0.10344827586206896
8,8,62,0.016129032258064516,-0.2096774193548387,0.2096774193548387
9,0,51,0.0196078431372549,0.0196078431372549,0.47058823529411764
9,1,45,0.06666666666666667,0.02222222222222222,0.4
9,2,51,0.0,-0.19607843137254902,0.19607843137254902
9,3,54,0.07407407407407407,0.07407407407407407,0.0
9,4,49,0.12244897959183673,0.12244897959183673,0.0
9,5,53,0.11320754716981132,0.09433962264150944,0.0
9,6,52,0.038461538461538464,0.038461538461538464,0.0
9,7,58,0.05172413793103448,0.05172413793103448,0.05172413793103448
9,8,62,0.03225806451612903,-0.1935483870967742,0.1935483870967742
10,0,51,0.0784313725490196,0.0784313725490196,0.4117647058823529
10,1,45,0.15555555555555556,0.1111111111111111,0.3111111111111111
10,2,51,0.0,-0.19607843137254902,0.19607843137254902
10,3,54,0.0,0.0,0.07407407407407407
10,4,49,0.08163265306122448,0.08163265306122448,0.04081632653061225
10,5,53,0.0,-0.018867924528301886,0.11320754716981132
10,6,52,0.0,0.0,0.038461538461538464
10,7,58,0.0,0.0,0.10344827586206896
10,8,62,0.03225806451612903,-0.1935483870967742,0.1935483870967742
11,0,51,0.11764705882352941,0.11764705882352941,0.37254901960784315
